# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Swept Chord          Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    q                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      Fx                   Fy                   Fz                   Mx                   My                   Mz                   Circ                 
Horizon              wing_left              7.162993156228e-01  -1.174394861106e+00  -3.934672209037e+00  -2.737203429820e-01   9.724952264009e-01   8.226211642714e-01   0.000000000000e+00   1.389086831933e-01  -5.625801669330e-01  -5.625701286113e-01   7.020661296265e-02   9.662740882200e-02   0.000000000000e+00  -4.987163002784e+01   2.468057554957e-02  -4.096963656946e+00   2.202261410207e+05   3.770218003807e-02   1.814488522353e+00   6.071279153812e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.311667964141e-03   6.715899311055e-03  -7.679038518502e-02   3.039832727716e-01  -9.190986566358e-02   1.694722689256e-02   1.051126654754e+01
Horizon              wing_left              7.025065495927e-01  -1.127040420685e+00  -3.859381723700e+00  -2.632966911368e-01   9.766648549870e-01   8.317435051125e-01   0.000000000000e+00   1.362339145246e-01  -5.517473538248e-01  -5.517355474557e-01   7.732895766194e-02   9.584609072118e-02   0.000000000000e+00  -4.987296584614e+01   2.404505260269e-02  -4.091121957753e+00   2.242332092279e+05   3.796714905539e-02   1.840082411109e+00   6.022187489699e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.983617545674e-03   7.324599408109e-03  -8.509098544474e-02   3.303271368651e-01  -9.773974342410e-02   1.869732632282e-02   1.061599560020e+01
Horizon              wing_left              6.876866433408e-01  -1.077424458800e+00  -3.778453637010e+00  -2.523212771548e-01   9.811449936782e-01   8.414886334074e-01   0.000000000000e+00   1.333599572032e-01  -5.401078266728e-01  -5.400950387774e-01   8.189087559750e-02   9.501784755003e-02   0.000000000000e+00  -4.987439320919e+01   2.338818276103e-02  -4.084294546127e+00   2.285309148081e+05   3.824671829199e-02   1.867280893977e+00   5.970147436462e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.428299691494e-03   7.668827622265e-03  -9.066500360470e-02   3.445085209996e-01  -9.955901050613e-02   1.980490353558e-02   1.072598182720e+01
Horizon              wing_left              6.723442710000e-01  -1.027420620887e+00  -3.694639613541e+00  -2.412040084502e-01   9.857830767249e-01   8.515132091192e-01   0.000000000000e+00   1.303846803986e-01  -5.280579556142e-01  -5.280450811472e-01   8.370319734659e-02   9.417576870369e-02   0.000000000000e+00  -4.987586439078e+01   2.274512955725e-02  -4.076781245553e+00   2.329692853682e+05   3.853050943145e-02   1.895094196381e+00   5.917238062114e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.624143801178e-03   7.739929297523e-03  -9.323157013718e-02   3.463239542331e-01  -9.762701172242e-02   2.021630074269e-02   1.083740284245e+01
Horizon              wing_left              6.570018986592e-01  -9.787822908277e-01  -3.610792884141e+00  -2.303361585042e-01   9.904211597715e-01   8.614700365926e-01   0.000000000000e+00   1.274094035940e-01  -5.160080845556e-01  -5.159959951726e-01   8.266510710096e-02   9.335177952035e-02   0.000000000000e+00  -4.987733086211e+01   2.214618726160e-02  -4.068948921432e+00   2.373941043219e+05   3.880853292532e-02   1.922541620074e+00   5.865465294813e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.557958981098e-03   7.541107233986e-03  -9.260470486244e-02   3.361133990264e-01  -9.238071640452e-02   1.990912229372e-02   1.094662662314e+01
Horizon              wing_left              6.421819924073e-01  -9.330791727746e-01  -3.529771097042e+00  -2.200753133750e-01   9.949012984628e-01   8.710210690232e-01   0.000000000000e+00   1.245354462725e-01  -5.043685574036e-01  -5.043579858630e-01   7.877285641415e-02   9.257482134376e-02   0.000000000000e+00  -4.987874470683e+01   2.161413861782e-02  -4.061186325199e+00   2.416529731625e+05   3.907157835333e-02   1.948692037192e+00   5.816647572819e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.226139085683e-03   7.086649717316e-03  -8.871239731260e-02   3.146940526407e-01  -8.436598512307e-02   1.889421163188e-02   1.105027606829e+01
Horizon              wing_left              6.283892263772e-01  -8.916582952964e-01  -3.454338572241e+00  -2.107348689452e-01   9.990709270488e-01   8.798491778035e-01   0.000000000000e+00   1.218606776038e-01  -4.935357442954e-01  -4.935271995033e-01   7.212517243621e-02   9.186966793374e-02   0.000000000000e+00  -4.988005993573e+01   2.116328825555e-02  -4.053865256082e+00   2.456011341783e+05   3.931149936912e-02   1.972697600588e+00   5.772341477368e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.635383715605e-03   6.400219697126e-03  -8.161047958864e-02   2.832589770013e-01  -7.416696782604e-02   1.721405292577e-02   1.114527722183e+01
Horizon              wing_left              6.160932966735e-01  -8.556280418810e-01  -3.387071380444e+00  -2.025782146675e-01   1.002788053829e+00   8.876681323679e-01   0.000000000000e+00   1.194761836269e-01  -4.838785436889e-01  -4.838722633091e-01   6.292446329246e-02   9.125639040527e-02   0.000000000000e+00  -4.988123368819e+01   2.079978359836e-02  -4.047312579930e+00   2.491066472040e+05   3.952138544308e-02   1.993818496817e+00   5.733808113806e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   5.802898785095e-03   5.512499964610e-03  -7.148968256039e-02   2.432573701985e-01  -6.234411797962e-02   1.493818284802e-02   1.122889855351e+01
Horizon              wing_left              6.057129264349e-01  -8.258613261568e-01  -3.330268609219e+00  -1.958171485480e-01   1.005926096509e+00   8.942304781823e-01   0.000000000000e+00   1.174631654242e-01  -4.757258199681e-01  -4.757217604839e-01   5.147316270419e-02   9.075037312315e-02   0.000000000000e+00  -4.988222721638e+01   2.052280467369e-02  -4.041794334323e+00   2.520546230645e+05   3.969562758593e-02   2.011437971895e+00   5.702014110284e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.756061875890e-03   4.458619044617e-03  -5.867479544088e-02   1.962759034769e-01  -4.938856284964e-02   1.215676253176e-02   1.129878596844e+01
Horizon              wing_left              5.976016067199e-01  -8.030123377044e-01  -3.285872980968e+00  -1.906135802070e-01   1.008378192810e+00   8.993332745017e-01   0.000000000000e+00   1.158901739163e-01  -4.693552043612e-01  -4.693530633744e-01   3.816490110371e-02   9.036272001536e-02   0.000000000000e+00  -4.988300673251e+01   2.032666293193e-02  -4.037510584431e+00   2.543503808815e+05   3.982989880882e-02   2.025068440796e+00   5.677657147173e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   3.531552646523e-03   3.275809747383e-03  -4.361545919935e-02   1.439392727597e-01  -3.569691374536e-02   8.973717778957e-03   1.135299580098e+01
Horizon              wing_left              5.920355587931e-01  -7.875404563802e-01  -3.255403660262e+00  -1.870832578524e-01   1.010060839532e+00   9.028219044080e-01   0.000000000000e+00   1.148107754425e-01  -4.649836405421e-01  -4.649829034996e-01   2.347060535135e-02   9.010086190646e-02   0.000000000000e+00  -4.988354475918e+01   2.020378661902e-02  -4.034597841169e+00   2.559215721753e+05   3.992107987340e-02   2.034350877131e+00   5.661204116949e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.173966986403e-03   2.001669781522e-03  -2.686878405969e-02   8.784321687859e-02  -2.156696728703e-02   5.500744151564e-03   1.139002528084e+01
Horizon              wing_left              5.892043277408e-01  -7.797349601660e-01  -3.239903650047e+00  -1.853001406500e-01   1.010916736159e+00   9.045924055142e-01   0.000000000000e+00   1.142617276231e-01  -4.627599968734e-01  -4.627598651149e-01   7.920067354943e-03   8.996945013211e-02   0.000000000000e+00  -4.988382178740e+01   2.014858870460e-02  -4.033147302312e+00   2.567194874323e+05   3.996716768354e-02   2.039050794983e+00   5.652947271651e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.339680321916e-04   6.732249756423e-04  -9.074691113158e-03   2.952587354324e-02  -7.211858293235e-03   1.853048656950e-03   1.140887390520e+01
