   Time[s]           u[ft/s]           v[ft/s]           w[ft/s]           p[rad/s]          q[rad/s]          r[rad/s]          x[ft]             y[ft]             z[ft]             eo                e1                e2                e3
   4.200000000E+00   5.383663961E+01   7.635385358E+00   1.068381317E+01  -3.238610478E-01  -3.418746865E-02  -2.190728826E-02   2.270605365E+02  -1.406241047E+01  -9.968671267E+02   9.883003477E-01  -5.650942782E-02   8.206158427E-02  -1.154772863E-01
   4.300000000E+00   5.401838451E+01   6.809231341E+00   1.069239314E+01  -3.017100555E-01  -2.082963098E-02   5.969076124E-03   2.325838464E+02  -1.453101148E+01  -9.967233712E+02   9.873602843E-01  -7.218934982E-02   8.246845418E-02  -1.144872082E-01
   4.400000000E+00   5.420795425E+01   5.779943460E+00   1.070944726E+01  -2.706915218E-01  -4.442513326E-03   3.197193856E-02   2.381088550E+02  -1.506003691E+01  -9.965805475E+02   9.863845895E-01  -8.633918568E-02   8.354139730E-02  -1.123023668E-01
   4.500000000E+00   5.439069178E+01   4.580247865E+00   1.073528358E+01  -2.319223739E-01   1.325340607E-02   5.540352578E-02   2.436340832E+02  -1.565761469E+01  -9.964385278E+02   9.854444542E-01  -9.854751362E-02   8.535668827E-02  -1.090956048E-01
   4.600000000E+00   5.455265297E+01   3.247316350E+00   1.076848802E+01  -1.866343271E-01   3.039416115E-02   7.571310416E-02   2.491578720E+02  -1.633059194E+01  -9.962979210E+02   9.846157961E-01  -1.084765636E-01   8.790315713E-02  -1.050600031E-01
   4.700000000E+00   5.468210974E+01   1.821638313E+00   1.080632256E+01  -1.361448518E-01   4.522794986E-02   9.247692236E-02   2.546783874E+02  -1.708436491E+01  -9.961600637E+02   9.839713727E-01  -1.158649575E-01   9.108223624E-02  -1.003975878E-01
   4.800000000E+00   5.477071450E+01   3.458773781E-01   1.084538295E+01  -8.185314441E-02   5.632158279E-02   1.053710395E-01   2.601936587E+02  -1.792271166E+01  -9.960269080E+02   9.835735184E-01  -1.205281401E-01   9.471950291E-02  -9.531168375E-02
   4.900000000E+00   5.481426220E+01  -1.136284859E+00   1.088225550E+01  -2.524376876E-02   6.269321781E-02   1.141480960E-01   2.657016531E+02  -1.884763773E+01  -9.959008397E+02   9.834678550E-01  -1.223582370E-01   9.858448832E-02  -9.000299297E-02
   5.000000000E+00   5.481302134E+01  -2.581313895E+00   1.091397823E+01   3.211702631E-02   6.387294169E-02   1.186248396E-01   2.712003816E+02  -1.985925502E+01  -9.957844656E+02   9.836782289E-01  -1.213241580E-01   1.024150420E-01  -8.466846980E-02
   5.100000000E+00   5.477162495E+01  -3.946989740E+00   1.093824826E+01   8.859983570E-02   5.990787256E-02   1.186827806E-01   2.766880263E+02  -2.095571598E+01  -9.956803975E+02   9.842031756E-01  -1.174719345E-01   1.059431448E-01  -7.950159657E-02
   5.200000000E+00   5.469852824E+01  -5.193568606E+00   1.095343698E+01   1.425465666E-01   5.132956412E-02   1.142810818E-01   2.821630744E+02  -2.213322099E+01  -9.955910489E+02   9.850142805E-01  -1.109247653E-01   1.089200381E-01  -7.469263025E-02
   5.300000000E+00   5.460506304E+01  -6.284925999E+00   1.095852788E+01   1.923192631E-01   3.909398455E-02   1.054785907E-01   2.876244428E+02  -2.338610899E+01  -9.955184524E+02   9.860568295E-01  -1.018820078E-01   1.111392626E-01  -7.042762037E-02
   5.400000000E+00   5.450415590E+01  -7.189656349E+00   1.095308078E+01   2.363615068E-01   2.449595154E-02   9.246006447E-02   2.930715780E+02  -2.470703380E+01  -9.954641013E+02   9.872530568E-01  -9.061624660E-02   1.124564138E-01  -6.688536941E-02
   5.500000000E+00   5.440882383E+01  -7.882085409E+00   1.093727709E+01   2.732700535E-01   9.055607196E-03   7.555984817E-02   2.985045167E+02  -2.608722087E+01  -9.954288250E+02   9.885080830E-01  -7.746756073E-02   1.128042448E-01  -6.423199499E-02
   5.600000000E+00   5.433061256E+01  -8.343132389E+00   1.091203926E+01   3.018716155E-01  -5.624400249E-03   5.527511115E-02   3.039238996E+02  -2.751679252E+01  -9.954127107E+02   9.897182715E-01  -6.283425843E-02   1.122014569E-01  -6.261335348E-02
   5.700000000E+00   5.427818033E+01  -8.560949566E+00   1.087915790E+01   3.212951705E-01  -1.802656922E-02   3.226131614E-02   3.093309336E+02  -2.898514189E+01  -9.954150896E+02   9.907812441E-01  -4.715977644E-02   1.107534544E-01  -6.214623261E-02
   5.800000000E+00   5.425623708E+01  -8.531276855E+00   1.084132053E+01   3.310263264E-01  -2.689734209E-02   7.305753176E-03   3.147273043E+02  -3.048132978E+01  -9.954346019E+02   9.916063164E-01  -3.091617243E-02   1.086437510E-01  -6.290976854E-02
   5.900000000E+00   5.426500884E+01  -8.257479243E+00   1.080193684E+01   3.309303782E-01  -3.141288143E-02  -1.871946036E-02   3.201150492E+02  -3.199447433E+01  -9.954693471E+02   9.921238102E-01  -1.458552721E-02   1.061157887E-01  -6.493879505E-02
   6.000000000E+00   5.430031119E+01  -7.750277295E+00   1.076471467E+01   3.212368381E-01  -3.130000818E-02  -4.491716845E-02   3.254964040E+02  -3.351410493E+01  -9.955171083E+02   9.922917443E-01   1.358713507E-03   1.034465753E-01  -6.822062840E-02
   6.100000000E+00   5.435420422E+01  -7.027219194E+00   1.073304819E+01   3.024892948E-01  -2.688109333E-02  -7.042552968E-02   3.308736392E+02  -3.503045935E+01  -9.955756197E+02   9.920988608E-01   1.646825825E-02   1.009154276E-01  -7.269610333E-02
   6.200000000E+00   5.441610026E+01  -6.111962475E+00   1.070938709E+01   2.754756792E-01  -1.902440118E-02  -9.446638775E-02   3.362489020E+02  -3.653471615E+01  -9.956428324E+02   9.915636886E-01   3.033271736E-02   9.877256222E-02  -7.826467081E-02
   6.300000000E+00   5.447413462E+01  -5.033430337E+00   1.069479854E+01   2.411593244E-01  -9.004492769E-03  -1.163733818E-01   3.416240766E+02  -3.801916833E+01  -9.957171300E+02   9.907301392E-01   4.258808395E-02   9.721264385E-02  -8.479238301E-02
   6.400000000E+00   5.451659975E+01  -3.824888406E+00   1.068887330E+01   2.006273836E-01   1.697753607E-03  -1.355985013E-01   3.470006695E+02  -3.947735415E+01  -9.957974592E+02   9.896606874E-01   5.292167855E-02   9.635736876E-02  -9.212099228E-02
   6.500000000E+00   5.453327273E+01  -2.522966363E+00   1.068998850E+01   1.550624901E-01   1.161074044E-02  -1.517023376E-01   3.523797244E+02  -4.090416285E+01  -9.958833582E+02   9.884283885E-01   6.107505852E-02   9.624901681E-02  -1.000763946E-01
   6.600000000E+00   5.451651253E+01  -1.166634661E+00   1.069579885E+01   1.057323721E-01   1.946034735E-02  -1.643368273E-01   3.577617690E+02  -4.229592740E+01  -9.959748956E+02   9.871088560E-01   6.684644396E-02   9.685447825E-02  -1.084752021E-01
   6.700000000E+00   5.446204652E+01   2.038580770E-01   1.070376285E+01   5.398623545E-02   2.430404662E-02  -1.732291489E-01   3.631467930E+02  -4.365050650E+01  -9.960725431E+02   9.857730341E-01   7.009367658E-02   9.807744729E-02  -1.171290574E-01
   6.800000000E+00   5.436939695E+01   1.548080158E+00   1.071154434E+01   1.247472917E-03   2.560501613E-02  -1.781727807E-01   3.685342569E+02  -4.496734892E+01  -9.961770144E+02   9.844813103E-01   7.073799358E-02   9.977575131E-02  -1.258470712E-01
   6.900000000E+00   5.424191954E+01   2.826534837E+00   1.071722397E+01  -5.100329318E-02   2.325489224E-02  -1.790283741E-01   3.739231300E+02  -4.624752805E+01  -9.962890957E+02   9.832792919E-01   6.876830202E-02   1.017810283E-01  -1.344372605E-01
   7.000000000E+00   5.408644713E+01   4.001788260E+00   1.071934846E+01  -1.012566599E-01   1.755783394E-02  -1.757342820E-01   3.793119525E+02  -4.749373362E+01  -9.964094845E+02   9.821954332E-01   6.424529267E-02   1.039186560E-01  -1.427080458E-01
   7.100000000E+00   5.391255692E+01   5.039588257E+00   1.071689571E+01  -1.480142600E-01   9.184906616E-03  -1.683245049E-01   3.846989153E+02  -4.871021022E+01  -9.965386452E+02   9.812406027E-01   5.730455447E-02   1.060264613E-01  -1.504707850E-01
   7.200000000E+00   5.373151609E+01   5.909943796E+00   1.070923601E+01  -1.898394257E-01  -8.976734921E-04  -1.569501228E-01   3.900819513E+02  -4.990263601E+01  -9.966766866E+02   9.804095863E-01   4.815772903E-02   1.079710503E-01  -1.575440528E-01
   7.300000000E+00   5.355500318E+01   6.588119353E+00   1.069614134E+01  -2.254175029E-01  -1.152575708E-02  -1.418988015E-01   3.954588297E+02  -5.107794055E+01  -9.968232679E+02   9.796843922E-01   3.709066218E-02   1.096606407E-01  -1.637599414E-01
   7.400000000E+00   5.339374689E+01   7.055483240E+00   1.067785361E+01  -2.536223890E-01  -2.145819419E-02  -1.236060381E-01   4.008272464E+02  -5.224406611E+01  -9.969775405E+02   9.790390371E-01   2.445755890E-02   1.110532287E-01  -1.689721042E-01
   7.500000000E+00   5.325625720E+01   7.300141634E+00   1.065518003E+01  -2.735822408E-01  -2.951544834E-02  -1.026521882E-01   4.061849025E+02  -5.340968331E+01  -9.971381378E+02   9.784452599E-01   1.067045627E-02   1.121589880E-01  -1.730646591E-01
   7.600000000E+00   5.314783182E+01   7.317297790E+00   1.062955054E+01  -2.847338455E-01  -3.472375324E-02  -7.974159158E-02   4.115295675E+02  -5.458387749E+01  -9.973032207E+02   9.778783907E-01  -3.816036955E-03   1.130361303E-01  -1.759605753E-01
   7.700000000E+00   5.306999189E+01   7.109301039E+00   1.060296068E+01  -2.868541480E-01  -3.644646199E-02  -5.566422140E-02   4.168591221E+02  -5.577582719E+01  -9.974705860E+02   9.773224957E-01  -1.852390162E-02   1.137801235E-01  -1.776279482E-01
   7.800000000E+00   5.302043365E+01   6.685387662E+00   1.057774894E+01  -2.800607090E-01  -3.448028863E-02  -3.124517115E-02   4.221715807E+02  -5.699449621E+01  -9.976378282E+02   9.767739835E-01  -3.297303509E-02   1.145071595E-01  -1.780827743E-01
   7.900000000E+00   5.299349136E+01   6.061153913E+00   1.055621942E+01  -2.647803571E-01  -2.909528016E-02  -7.291130606E-03   4.274650970E+02  -5.824835757E+01  -9.978025384E+02   9.762431349E-01  -4.670241347E-02   1.153338922E-01  -1.773874841E-01
   8.000000000E+00   5.298101755E+01   5.257827553E+00   1.054019539E+01  -2.416943726E-01  -2.100551451E-02   1.545595252E-02   4.327379574E+02  -5.954515983E+01  -9.979625103E+02   9.757534096E-01  -5.928874495E-02   1.163564352E-01  -1.756454054E-01
   8.100000000E+00   5.297352516E+01   4.301410854E+00   1.053063910E+01  -2.116749854E-01  -1.127184452E-02   3.635022031E-02   4.379885731E+02  -6.089173648E+01  -9.981159184E+02   9.753387797E-01  -7.036089774E-02   1.176320204E-01  -1.729922446E-01
   8.200000000E+00   5.296141637E+01   3.221756938E+00   1.052746305E+01  -1.757284751E-01  -1.154103051E-03   5.485531273E-02   4.432154779E+02  -6.229385236E+01  -9.982614410E+02   9.750396017E-01  -7.960943909E-02   1.191663502E-01  -1.695862416E-01
   8.300000000E+00   5.293614020E+01   2.051621331E+00   1.052958862E+01  -1.349545581E-01   8.058273840E-03   7.054214256E-02   4.484173428E+02  -6.375607767E+01  -9.983983104E+02   9.748976289E-01  -8.679169537E-02   1.209085495E-01  -1.655987243E-01
